<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000017" len=11014649>, SimArray([1.2070571], 'kpc'), SimArray(18.07003332, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000018" len=11013173>, SimArray([1.20669044], 'kpc'), SimArray(18.27020179, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000019" len=11009905>, SimArray([1.09048576], 'kpc'), SimArray(18.28062537, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000020" len=11005629>, SimArray([0.91413162], 'kpc'), SimArray(18.09406245, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000021" len=11005126>, SimArray([1.00377902], 'kpc'), SimArray(17.78013485, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000022" len=11004133>, SimArray([1.05959887], 'kpc'), SimArray(17.43325763, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000023" len=11003680>, SimArray([1.09701935], 'kpc'), SimArray(17.16167592, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000024" len=11003192>, SimArray([1.17985418], 'kpc'), SimArray(17.02333097, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000025" len=11002279>, SimArray([1.27726735], 'kpc'), SimArray(17.01775107, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000026" len=11001592>, SimArray([1.40380595], 'kpc'), SimArray(17.11265704, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000027" len=11000954>, SimArray([1.40945519], 'kpc'), SimArray(17.25396273, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000028" len=11000430>, SimArray([1.31581464], 'kpc'), SimArray(17.41562847, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000029" len=10999139>, SimArray([1.16677694], 'kpc'), SimArray(17.57789832, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000030" len=10997841>, SimArray([0.94825641], 'kpc'), SimArray(17.6961553, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000031" len=10993858>, SimArray([0.8877615], 'kpc'), SimArray(17.75195395, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000032" len=10991816>, SimArray([0.93090854], 'kpc'), SimArray(17.74817791, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000033" len=10989910>, SimArray([1.00248863], 'kpc'), SimArray(17.7035145, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000034" len=10988592>, SimArray([0.95433163], 'kpc'), SimArray(17.66123149, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000035" len=10986063>, SimArray([1.06507955], 'kpc'), SimArray(17.6301363, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000036" len=10984534>, SimArray([1.2669614], 'kpc'), SimArray(17.56981714, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000037" len=10983043>, SimArray([1.35382475], 'kpc'), SimArray(17.45715787, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000038" len=10981390>, SimArray([1.38153285], 'kpc'), SimArray(17.30696473, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000039" len=10981214>, SimArray([1.15267519], 'kpc'), SimArray(17.15972927, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000040" len=10980918>, SimArray([0.97672298], 'kpc'), SimArray(17.06318848, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000041" len=10980436>, SimArray([0.88567658], 'kpc'), SimArray(17.02891751, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000042" len=10980138>, SimArray([0.89420424], 'kpc'), SimArray(17.03594216, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000043" len=10979170>, SimArray([0.92425768], 'kpc'), SimArray(17.06796777, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000044" len=10978596>, SimArray([1.06216466], 'kpc'), SimArray(17.13674606, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000045" len=10977690>, SimArray([1.20758495], 'kpc'), SimArray(17.2571208, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000046" len=10976380>, SimArray([1.31826486], 'kpc'), SimArray(17.42179859, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000047" len=10975621>, SimArray([1.25722317], 'kpc'), SimArray(17.60428635, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000048" len=10975188>, SimArray([1.23300721], 'kpc'), SimArray(17.76751271, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000049" len=10974349>, SimArray([1.10875713], 'kpc'), SimArray(17.85098299, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000050" len=10973423>, SimArray([0.94011501], 'kpc'), SimArray(17.81891731, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000051" len=10971622>, SimArray([0.72495839], 'kpc'), SimArray(17.67365321, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000052" len=10968296>, SimArray([0.69059589], 'kpc'), SimArray(17.45266119, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000053" len=10967017>, SimArray([0.91827877], 'kpc'), SimArray(17.21792591, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000054" len=10966098>, SimArray([1.14191775], 'kpc'), SimArray(17.03770144, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000055" len=10965876>, SimArray([1.27210133], 'kpc'), SimArray(16.96356894, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000056" len=10965402>, SimArray([1.35878806], 'kpc'), SimArray(17.01612995, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000057" len=10965194>, SimArray([1.3170188], 'kpc'), SimArray(17.18106139, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000058" len=10964868>, SimArray([1.20428401], 'kpc'), SimArray(17.41694015, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000059" len=10963742>, SimArray([0.99494569], 'kpc'), SimArray(17.64784912, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000060" len=10962187>, SimArray([0.73557195], 'kpc'), SimArray(17.81078693, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000061" len=10961329>, SimArray([0.64216277], 'kpc'), SimArray(17.87813537, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000062" len=10958710>, SimArray([0.7216318], 'kpc'), SimArray(17.85926409, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000063" len=10955810>, SimArray([0.95934753], 'kpc'), SimArray(17.78715984, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000064" len=10954394>, SimArray([1.13583598], 'kpc'), SimArray(17.70243615, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000065" len=10953772>, SimArray([1.32531471], 'kpc'), SimArray(17.60221316, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000066" len=10953317>, SimArray([1.46749628], 'kpc'), SimArray(17.4510269, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000067" len=10952968>, SimArray([1.45626871], 'kpc'), SimArray(17.24858136, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000068" len=10952834>, SimArray([1.32109484], 'kpc'), SimArray(17.05110106, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000069" len=10952709>, SimArray([1.07195492], 'kpc'), SimArray(16.92975316, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000070" len=10952149>, SimArray([0.79526297], 'kpc'), SimArray(16.94930233, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000071" len=10950088>, SimArray([0.54693004], 'kpc'), SimArray(17.14487132, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000072" len=10947191>, SimArray([0.59331326], 'kpc'), SimArray(17.49888718, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000073" len=10945573>, SimArray([0.85509504], 'kpc'), SimArray(17.92961718, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000074" len=10943704>, SimArray([0.98775577], 'kpc'), SimArray(18.33713525, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000075" len=10943260>, SimArray([1.19495337], 'kpc'), SimArray(18.63164821, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000076" len=10942386>, SimArray([1.28663914], 'kpc'), SimArray(18.7079448, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000077" len=10941545>, SimArray([1.288101], 'kpc'), SimArray(18.51300051, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000078" len=10941329>, SimArray([1.0718409], 'kpc'), SimArray(18.0882091, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000079" len=10941019>, SimArray([0.81395541], 'kpc'), SimArray(17.53892691, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000080" len=10940686>, SimArray([0.52754035], 'kpc'), SimArray(17.01103288, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000081" len=10939003>, SimArray([0.43043015], 'kpc'), SimArray(16.64424704, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000082" len=10934433>, SimArray([0.66879841], 'kpc'), SimArray(16.52862494, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000083" len=10932434>, SimArray([1.02249491], 'kpc'), SimArray(16.66851919, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000084" len=10931468>, SimArray([1.30311955], 'kpc'), SimArray(16.99660065, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000085" len=10931017>, SimArray([1.32183654], 'kpc'), SimArray(17.40757418, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000086" len=10930822>, SimArray([1.2948589], 'kpc'), SimArray(17.80738141, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000087" len=10930646>, SimArray([1.14105283], 'kpc'), SimArray(18.12020263, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000088" len=10929990>, SimArray([0.86503403], 'kpc'), SimArray(18.31377986, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000089" len=10925443>, SimArray([0.44863662], 'kpc'), SimArray(18.42742442, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000090" len=10917896>, SimArray([0.00019478], 'kpc'), SimArray(18.50966699, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000091" len=10915058>, SimArray([0.58735303], 'kpc'), SimArray(18.54625736, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000092" len=10912665>, SimArray([0.97529643], 'kpc'), SimArray(18.45407652, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000093" len=10911793>, SimArray([1.28562297], 'kpc'), SimArray(18.1835943, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000094" len=10911432>, SimArray([1.43532033], 'kpc'), SimArray(17.77951837, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000095" len=10911217>, SimArray([1.47440594], 'kpc'), SimArray(17.33368013, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000096" len=10911166>, SimArray([1.37143768], 'kpc'), SimArray(16.94354641, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000097" len=10911057>, SimArray([1.17875666], 'kpc'), SimArray(16.69390035, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000098" len=10910611>, SimArray([0.88726355], 'kpc'), SimArray(16.63712599, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000099" len=10910247>, SimArray([0.45793928], 'kpc'), SimArray(16.78477099, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000100" len=10908442>, SimArray([0.14620589], 'kpc'), SimArray(17.10538796, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000101" len=10904155>, SimArray([0.55612212], 'kpc'), SimArray(17.53653702, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptmarvel.test.000102" len=10902684>, SimArray([0.92796574], 'kpc'), SimArray(17.98978226, 'km s**-1')
<SimSnap "/media/jillian/cptmarvel/cptmarvel.cosmo25cmb.4096g5HbwK1BH.004096/supersample/highres/cptma
